IDK;NCTR;NCTN;ESC;OGTD;OGTT;OGTR;QNTN;SGTI;SGTT;PVCS;PVCR;PVCP;PVCJ;LDCT;LDCQ;LDCN;LDCU;LDCM;LDCZ;COLD;DTZG;DTZS;DTSI;DTSV;DTSF;DTSL;AUTN;ATBD;ATBR;MTC;MISU;MISL;MISP;MISD;MISN;DESO;NSC;STCD;STCC;CDGG;CMPD;CMPN;CMPE;FUR;GPDPX;GPDPY;MUNICIPIO;ID_NIL;NIL;WGS84_Y;WGS84_X;location
v5010-00027;3;2023424.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.||sec. III a.C.;||prima metà;199 a.C.||299;ca.||c.a.;100 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;8,2;;;;Statuetta di erote;;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00168;3;2023565.0;R03/ Museo Poldi Pezzoli;lama di alabarda;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. XVIII/XVII a.C.;;1799 a.C.;ca.;1600 a.C.;ca.;;;;bronzo;cm;7,7;;;28,8;Lama di forma triangolare con larga costolatura mediana appiattita, bordi affilati, punta stondata. Alla base tre fori passanti per ribattini.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00070;3;2023467.0;R03/ Museo Poldi Pezzoli;askos;Tipo De Juliis V 6;E. De Juliis, La ceramica geometrica della Daunia, Firenze 1977;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VI/V a.C.;;550 a.C.;ca.;400;ca.;;;;argilla/ a tornio lento;cm;;;8;;"Corpo ceramico beige, ingobbio ocra; decorazione in bruno e pavonazzetto.

Bocchello verticale con labbro ampio e tesa piatta, collo cilindrico; corpo globulare; fondo piatto; ansa a nastro impostata longitudinalmente sul corpo.";;2009;parzialmente ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00075;3;2023472.0;R03/ Museo Poldi Pezzoli;skyphos/ frammento;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;primo quarto;399 a.C.;ca.;375 a.C.;ca.;Pittore di Tarporley;bottega;;argilla/ a tornio;cm;15;;;;"Parte di skyphos: si conserva una porzione del vaso dall'orlo sino al piede. La parete verticale è leggermente arrotondata, l'orlo è indistinto, piede ad anello ingrossato. 
Corpo ceramico nocciola, ingobbio rosso, vernice nera diluita. Verniciata all'interno, fondo del piede con myltos.";;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00059;3;2023456.0;R03/ Museo Poldi Pezzoli;coppa monoansata;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;fine/inizio;420 a.C.;ca.;380 a.C.;ca.;;;;argilla/ a tornio;cm||;;;9||7,6;;"coppa monoansata decorata a fasce.

Corpo ceramico nocciola; decorazione in rosso.
Ampia vasca a calotta rientrante all'orlo, fondo piatto. Ansa a nastro impostata orizzontalmente sotto l'orlo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00293;3;2023684.0;R03/ Museo Poldi Pezzoli;rhyton;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;ultimo quarto;325 a.C.;ca.;310 a.C.;ca.;Officina del Pittore di Baltimora;Tardo Apulo;;ceramica;cm;;;9,5;22;"Corpo ceramico arancio-rosato, vernice nera olivastra, ingobbiatura arancio. Sovraddipinture in bianco-giallo.
Bicchiere cilindrico con labbro estroflesso piatto, configurato a testa di bovide. L'animale ha lungo muso, corna in bianco e occhi indicati; sulla fronte ciuffo di peli. Ansa a nastro impostata sul bicchiere e sull'attacco della protome.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00218;3;2023613.0;R03/ Museo Poldi Pezzoli;orecchini;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. III a.C.;;299 a.C.;ca.;200 a.C.;ca.;;;;oro e granati;cm;;;;3,5;"Ad un lungo gancio diritto e inclinato all'indietro è saldato un leone a tutto tondo, seduto con gambe posteriori piegate e quelle anteriori diritte e criniera indicata. Poggia su di una basetta rettangolare. Sopra la testa del leone è collegato un disco con castone di granato rotondo, circondato da sferette auree; seguono altri due castoni. In origine provvisto di pendente collegato a un foro posto sul fondo della base.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00186;3;2023582.0;R03/ Museo Poldi Pezzoli;cinturone/ frammento;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III;;399 a.C.;ca.;200 a.C.;ca.;;;;bronzo;cm;;;;12,5;"Lamina a nastro con bordi decorati da elementi sbalzati a rilievo e in successione; presenta ribattini distanziati.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00042;3;2023439.0;R03/ Museo Poldi Pezzoli;fibula;a navicella;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VIII/VII a.C.;;799 a.C.;ca.;600 a.C.;ca.;;;;bronzo/ fusione;cm;;;;4;Piccola fibula a navicella con arco che presenta quattro cavità disposte a stelle destinate a contenere pietre decorative.;;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00035;3;2023432.0;R03/ Museo Poldi Pezzoli;testa/ frammento;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.||sec. III a.C.;||prima metà;399 a.C.||299;ca.||c.a.;300 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;7,5;;;;Testa di banchettante;;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00310;3;2023701.0;R03/ Museo Poldi Pezzoli;alabastron;Gruppo mediterraneo I;D.B. Harden , Catologue of the Greek and roman glass in the British Museum, London 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;fine/inizio;420 a.C.;a.;380 a.C.;ca.;;;;vetro su nucleo friabile;cm;;;2,8;;"Vetro pressato su nucleo friabile di colore blu.
Orlo orizzontale, collo cilindrico, corpo allungato, arrotondato all'estremità. Conservate parte delle due anse a presa nella parte superiore del corpo.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00135;3;2023532.0;R03/ Museo Poldi Pezzoli;elmo;elmo calcidese di tipo 3;P. Dintsis, Hellenistische Helme, Roma 1986, I, p. 138;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;inizio;399 a.C.;ca.;380 a.C.;ca.;;;;bronzo;cm;;;29,3;;"Presenta calotta carenata con depressione frontale costituente una losanga con le arcate sopraccigliari; paranuca chiuso nella parte inferiore da un risvolto. Paragnatidi fisse; la parte frontale aperta è cuoriforme.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00174;3;2023571.0;R03/ Museo Poldi Pezzoli;spada;a lingua di presa. Tipo Cuma E;V. Bianco Peroni, Le spade nell'Italia continentale, Munchen 1970;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IX a.C.;;899 a.C.;ca.;800 a.C.;ca.;;;;bronzo;cm;4,6;;;46,4;"La lama, a bordi paralleli, si restringe verso la punta sino a convergere; presenta una costolatura mediana arrotondata profilata da un fascio di cinque solcature parallele. Presso la base della lama, motivo inciso a Y accompagnato da motivo a zig-zag (tipo della varietà E). Sul tallone due fori per ribattini; un foro sul codolo.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00251;3;2023643.0;R03/ Museo Poldi Pezzoli;peso;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;1 d.C.;ca.;199 d.C.;ca.;;;;bronzo;cm;;;;3,1;"Peso configurato a cinghialetto accovacciato.
Su di una base rettangolare sta un cinghialetto con le zampe anteriori piegate: ha grosso grugno con zanne, occhi aperti con pupille indicate. Sopra la collottola, lungo il dorso si sviluppa un'impugnatura massiccia. La base era zavorrata con piombo, non conservato.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00211;3;2023606.0;R03/ Museo Poldi Pezzoli;orecchini;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;350 a.C.;ca.;200 a.C.;ca.;;;;oro;;;;;;"Arco costituito da fili godronati avvolti a spirale su un fusto in lamina liscia che si assottiglia ad una estremità e termina con un piccolo globo; sull'altra estremità protome leonina con criniera a ciocche striate, collegata all'arco da un filo liscio tra due godronati e un collarino di petali in filigrana.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00233;3;2023627.0;R03/ Museo Poldi Pezzoli;anello;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I a.C.;fine;30 a.C.;ca.;1 a.C.;ca.;;;;oro e pasta vitrea;cm;;;1,5;;"Castone rotondo circondato da collarino; verga piatta";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00086;3;2023483.0;R03/ Museo Poldi Pezzoli;boccaletto miniaturistico;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;seconda metà;550 a.C.;ca.;500 a.C.;ca.;;;;argilla/ a tornio;cm||;;;6,6||3,7;;"Corpo ceramico nocciola; vernice bruna mal distribuita con chiazze rosse. Interno verniciato.
Labbro estroflesso, spalla obliqua, corpo globoso, piede ad anello, fondo cavo. Anse a nastro impostate verticalmente sul corpo.";;2009;parzialmente ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00062;3;2023459.0;R03/ Museo Poldi Pezzoli;trozzella;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;;399 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;11||9,6;;"Argilla nocciola rossastra.
Bocca rotonda, labbro estroflesso, collo troncoconico, spalle arrotondate, corpo globoso, piede campanulato. Anse impostate verticalmente sull'orlo e sul corpo: trozze decorative applicate.";;2009;parzialmente ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00031;3;2023428.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.||sec. III a.C.;||prima metà;199 a.C.||299;ca.||c.a.;100 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;4,5;;12,5;6,8;Statuetta di fanciullo;;2009;ricomponibile;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00005;3;2023402.0;R03/ Museo Poldi Pezzoli;testa femminile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. III a.C.;;299 a.C.;ca.;200 a.C.;ca.;;;;argilla/ a matrice;cm;9,7;;;;"Testa femminile realizzata in terracotta. 
Argilla nocciola con inclusi neri, poco depurata.";;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00067;3;2023464.0;R03/ Museo Poldi Pezzoli;olla;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;seconda metà;350 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;19||10,5;;"Corpo ceramico nocciola.
Labbro ad imbuto, corpo globulare, fondo piatto; due anse a bastoncello impostate sul corpo orizzontalemente sono alternate a protomi semplificate a forma di paletta.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00136;3;2023533.0;R03/ Museo Poldi Pezzoli;elmo;elmo a calotta;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;350 a.C.;ca.;280 a.C.;ca.;;;;bronzo e ferro;cm||;||11,8;;23,1||;||14,6;Calotta subemisferica, tesa distinta a profilo concavo con orlo espanso. Le paragnatidi sono applicate all'orlo tramite cerniere: sono costituite da tre elementi circolari, saldati con ribattini a una lamina trilobata. L'attacco delle paragantidi è decorato con un motivo a palmette.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00083;3;2023480.0;R03/ Museo Poldi Pezzoli;anfora di tipo panatenaico;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;fine/inizio;320 a.C.;ca.;250 a.C.;ca.;;;;argilla/ a tornio;cm||;;;11,3||9,2;;"Corpo ceramico beige, colore aggiunto bianco, rosa, tracce di colore arancio-giallastro.
Bocchello estroflesso, collo a profilo concavo, breve spalla arrotondata, corpo ovoidale, alto piede ad echino rovesciato, cavo. Anse a nastro impostate sulla spalla e sul collo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00265;3;2023656.0;R03/ Museo Poldi Pezzoli;strigile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;1 d.C.;ca.;199 d.C.;ca.;;;;argento;cm;;;1,9;23,6;"Impugantura troncoconica decorata con noduli stilizzati a imitazione di una clava; cucchiaio a forma di L con superficie concava che si restringe verso l'estremità.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00098;3;2023495.0;R03/ Museo Poldi Pezzoli;oinochoe;Serie Morel 5220;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;fine/inizio;325 a.C.;ca.;275 a.C.;ca.;;;;argilla/ a tornio;cm||;;;4,4||7,1;;"Corpo ceramico beige, vernice bruna opaca; parte terminale del corpo e del piede a risparmio. Verniciata all'interno solo all'altezza del labbro.
Labbro estroflesso piatto, breve collo cilindrico, corpo globoso, piede ad anello con fondo ombelicato. Ansa a nastro impostata verticalmente sul collo e sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00030;3;2023427.0;R03/ Museo Poldi Pezzoli;thymiaterion;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. III a.C.||sec. III a.C.;||prima metà;299 a.C.||299;ca.||c.a.;200 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;9,2;;12,5;6,8;Tymiaterion composto da eroti.;;2009;parzialmente ricomponibile;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00078;3;2023475.0;R03/ Museo Poldi Pezzoli;cratere a campana;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;terzo quarto;340 a.C.;ca.;320 a.C.;ca.;Officina del Gruppo delle Anfore;Tardo Apulo;;argilla/ a tornio;cm||;;;31,5||15;;"Corpo ceramico beige, ingobbio arancio-rossiccio; vernice nera lucente. Fondo risparmiato. Sovraddipinture in bianco, crema e beige, integrate in età moderna.
Labbro svasato, orlo arrotondato, corpo campaniforme, alto piede cilindrico; anse a bastoncello impostate orizzontalmente con andamento obliquo e impugnatura incurvata verso l'interno.";;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00193;3;2023589.0;R03/ Museo Poldi Pezzoli;pettorale/ frammenti;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;;499 a.C.;ca.;300 a.C.;ca.;;;;bronzo;cm||||||||||;;;;14,8||12,8||3,8||10||6,3||11,3;Elementi di pettorale a cui appertengono sei frammenti con nn. d'inventario 2466 (a-f), assemblati tra loro, e due con nn. d'inventario 2468 (c-d) uniti tra loro.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00109;3;2023506.0;R03/ Museo Poldi Pezzoli;skyphos;Serie Morel 4373;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;prima metà;399 a.C.;ca.;350 a.C.;ca.;;;;argilla/ a tornio;cm||;;;7,5||4,3;;"Corpo ceramico nocciola, vernice nera-bruna diluita, poco lucente. 
Orlo estroflesso e arrotondato, vasca di forma cilindrica con doppio restringimento verso il basso; basso piede ad anello con profilo esterno arrotondato, fondo cavo. Anse a nastro impostate orizzontalmente. Fondo interno ombelicato.";;2009;parzialmente ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
